Hourly measurement data supplied by UK-air on 11/09/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Newcastle Cradlewell Roadside",,,,,,,,,,,
Latitude,,54.986405,,,,,,,,,,,,
Longitude,,-1.595362,,,,,,,,,,,,
Site Type,,Urban Traffic,,,,,,,,,,,,
Zone,,North East,,,,,,,,,,,,
Agglomeration,,Tyneside,,,,,,,,,,,,
Local Authority,,"Newcastle",,,,,,,,,,,,
Date,Time,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Modelled Wind Direction",Status,"Modelled Wind Speed",Status,"Modelled Temperature",Status
2010-08-01,01:00:00,56,V ugm-3,53,V ugm-3,139,V ugm-3,266.9,N deg,5.6,N ms-1,11.5,N degC
2010-08-01,02:00:00,36,V ugm-3,32,V ugm-3,88,V ugm-3,269.8,N deg,5.6,N ms-1,11.5,N degC
2010-08-01,03:00:00,24,V ugm-3,21,V ugm-3,57,V ugm-3,275.4,N deg,5.6,N ms-1,11.4,N degC
2010-08-01,04:00:00,6,V ugm-3,11,V ugm-3,21,V ugm-3,280.7,N deg,5.5,N ms-1,11.4,N degC
2010-08-01,05:00:00,5,V ugm-3,8,V ugm-3,15,V ugm-3,282.4,N deg,5.3,N ms-1,11.6,N degC
2010-08-01,06:00:00,11,V ugm-3,11,V ugm-3,29,V ugm-3,282.8,N deg,5.2,N ms-1,11.8,N degC
2010-08-01,07:00:00,9,V ugm-3,10,V ugm-3,23,V ugm-3,284.7,N deg,5.1,N ms-1,12.1,N degC
2010-08-01,08:00:00,8,V ugm-3,6,V ugm-3,17,V ugm-3,284.7,N deg,5.2,N ms-1,12.3,N degC
2010-08-01,09:00:00,11,V ugm-3,8,V ugm-3,25,V ugm-3,285.3,N deg,5.3,N ms-1,13.6,N degC
2010-08-01,10:00:00,19,V ugm-3,13,V ugm-3,42,V ugm-3,291.5,N deg,5.3,N ms-1,16,N degC
2010-08-01,11:00:00,14,V ugm-3,11,V ugm-3,32,V ugm-3,297.4,N deg,5.5,N ms-1,17.6,N degC
2010-08-01,12:00:00,20,V ugm-3,17,V ugm-3,48,V ugm-3,299.8,N deg,5.7,N ms-1,17.9,N degC
2010-08-01,13:00:00,25,V ugm-3,23,V ugm-3,61,V ugm-3,297.1,N deg,5.6,N ms-1,17.7,N degC
2010-08-01,14:00:00,24,V ugm-3,25,V ugm-3,61,V ugm-3,294.1,N deg,5.5,N ms-1,17.6,N degC
2010-08-01,15:00:00,18,V ugm-3,19,V ugm-3,46,V ugm-3,296,N deg,5.1,N ms-1,17.6,N degC
2010-08-01,16:00:00,23,V ugm-3,23,V ugm-3,57,V ugm-3,297,N deg,4.4,N ms-1,17.5,N degC
2010-08-01,17:00:00,15,V ugm-3,17,V ugm-3,40,V ugm-3,296.1,N deg,4.5,N ms-1,17.5,N degC
2010-08-01,18:00:00,14,V ugm-3,21,V ugm-3,42,V ugm-3,298,N deg,4.7,N ms-1,17.3,N degC
2010-08-01,19:00:00,9,V ugm-3,19,V ugm-3,32,V ugm-3,308.1,N deg,4,N ms-1,16.2,N degC
2010-08-01,20:00:00,5,V ugm-3,15,V ugm-3,23,V ugm-3,307.8,N deg,3.8,N ms-1,14.9,N degC
2010-08-01,21:00:00,1,V ugm-3,10,V ugm-3,11,V ugm-3,300.4,N deg,4.1,N ms-1,14.2,N degC
2010-08-01,22:00:00,6,V ugm-3,15,V ugm-3,25,V ugm-3,300.8,N deg,4.3,N ms-1,14,N degC
2010-08-01,23:00:00,1,V ugm-3,6,V ugm-3,8,V ugm-3,308,N deg,4.3,N ms-1,13.5,N degC
2010-08-01,24:00:00,0,V ugm-3,2,V ugm-3,2,V ugm-3,318.5,N deg,4.1,N ms-1,12.3,N degC
2010-08-02,01:00:00,0,V ugm-3,0,V ugm-3,0,V ugm-3,162.8,N deg,3.5,N ms-1,12,N degC
2010-08-02,02:00:00,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,181.2,N deg,3.2,N ms-1,12.1,N degC
2010-08-02,03:00:00,1,V ugm-3,2,V ugm-3,4,V ugm-3,351.9,N deg,3.2,N ms-1,11.9,N degC
2010-08-02,04:00:00,0,V ugm-3,2,V ugm-3,2,V ugm-3,341.9,N deg,3.4,N ms-1,11.8,N degC
2010-08-02,05:00:00,1,V ugm-3,4,V ugm-3,6,V ugm-3,336.3,N deg,3.5,N ms-1,11.8,N degC
2010-08-02,06:00:00,6,V ugm-3,8,V ugm-3,17,V ugm-3,334,N deg,3.4,N ms-1,11.8,N degC
2010-08-02,07:00:00,11,V ugm-3,15,V ugm-3,32,V ugm-3,337.7,N deg,3.2,N ms-1,12,N degC
2010-08-02,08:00:00,20,V ugm-3,27,V ugm-3,57,V ugm-3,342.5,N deg,3.7,N ms-1,12.4,N degC
2010-08-02,09:00:00,21,V ugm-3,21,V ugm-3,53,V ugm-3,341,N deg,4.5,N ms-1,12.8,N degC
2010-08-02,10:00:00,19,V ugm-3,17,V ugm-3,46,V ugm-3,333.7,N deg,4.2,N ms-1,13.9,N degC
2010-08-02,11:00:00,13,V ugm-3,15,V ugm-3,34,V ugm-3,328.4,N deg,3.7,N ms-1,15.8,N degC
2010-08-02,12:00:00,24,V ugm-3,31,V ugm-3,67,V ugm-3,341.6,N deg,3.1,N ms-1,16.6,N degC
2010-08-02,13:00:00,24,V ugm-3,23,V ugm-3,59,V ugm-3,185.2,N deg,2.5,N ms-1,16.6,N degC
2010-08-02,14:00:00,23,V ugm-3,27,V ugm-3,61,V ugm-3,18.8,N deg,2.2,N ms-1,16.5,N degC
2010-08-02,15:00:00,19,V ugm-3,23,V ugm-3,52,V ugm-3,40.1,N deg,2.4,N ms-1,16.4,N degC
2010-08-02,16:00:00,25,V ugm-3,27,V ugm-3,65,V ugm-3,63.4,N deg,2.3,N ms-1,16.5,N degC
2010-08-02,17:00:00,39,V ugm-3,42,V ugm-3,101,V ugm-3,64.1,N deg,2,N ms-1,16.2,N degC
2010-08-02,18:00:00,39,V ugm-3,44,V ugm-3,103,V ugm-3,74.7,N deg,2,N ms-1,15.5,N degC
2010-08-02,19:00:00,30,V ugm-3,38,V ugm-3,84,V ugm-3,97.9,N deg,2.4,N ms-1,14.8,N degC
2010-08-02,20:00:00,24,V ugm-3,36,V ugm-3,73,V ugm-3,120,N deg,2.8,N ms-1,13.5,N degC
2010-08-02,21:00:00,24,V ugm-3,38,V ugm-3,74,V ugm-3,155.2,N deg,2.9,N ms-1,12.6,N degC
2010-08-02,22:00:00,50,V ugm-3,53,V ugm-3,130,V ugm-3,192.3,N deg,3.2,N ms-1,12,N degC
2010-08-02,23:00:00,36,V ugm-3,50,V ugm-3,105,V ugm-3,219.8,N deg,3.4,N ms-1,11.5,N degC
2010-08-02,24:00:00,18,V ugm-3,38,V ugm-3,65,V ugm-3,241.1,N deg,3.6,N ms-1,10.9,N degC
2010-08-03,01:00:00,16,V ugm-3,34,V ugm-3,59,V ugm-3,255.6,N deg,3.6,N ms-1,10.6,N degC
2010-08-03,02:00:00,10,V ugm-3,15,V ugm-3,31,V ugm-3,262.8,N deg,3.7,N ms-1,10.2,N degC
2010-08-03,03:00:00,10,V ugm-3,13,V ugm-3,29,V ugm-3,268.2,N deg,3.7,N ms-1,9.9,N degC
2010-08-03,04:00:00,11,V ugm-3,15,V ugm-3,32,V ugm-3,269.4,N deg,3.4,N ms-1,10,N degC
2010-08-03,05:00:00,19,V ugm-3,21,V ugm-3,50,V ugm-3,263.5,N deg,3.4,N ms-1,10.3,N degC
2010-08-03,06:00:00,80,V ugm-3,53,V ugm-3,176,V ugm-3,251.8,N deg,3.5,N ms-1,10.7,N degC
2010-08-03,07:00:00,121,V ugm-3,69,V ugm-3,254,V ugm-3,240.3,N deg,3.6,N ms-1,11.3,N degC
2010-08-03,08:00:00,106,V ugm-3,63,V ugm-3,225,V ugm-3,235.6,N deg,4,N ms-1,12.1,N degC
2010-08-03,09:00:00,100,V ugm-3,55,V ugm-3,208,V ugm-3,234.8,N deg,4.2,N ms-1,13.9,N degC
2010-08-03,10:00:00,76,V ugm-3,46,V ugm-3,162,V ugm-3,246.2,N deg,4.5,N ms-1,16.3,N degC
2010-08-03,11:00:00,85,V ugm-3,48,V ugm-3,178,V ugm-3,260.9,N deg,5.1,N ms-1,18,N degC
2010-08-03,12:00:00,74,V ugm-3,53,V ugm-3,166,V ugm-3,269.3,N deg,5.7,N ms-1,18.9,N degC
2010-08-03,13:00:00,81,V ugm-3,52,V ugm-3,176,V ugm-3,277.8,N deg,6.3,N ms-1,19.5,N degC
2010-08-03,14:00:00,40,V ugm-3,25,V ugm-3,86,V ugm-3,280.6,N deg,6.2,N ms-1,19.8,N degC
2010-08-03,15:00:00,35,V ugm-3,25,V ugm-3,78,V ugm-3,277.7,N deg,6.1,N ms-1,19.6,N degC
2010-08-03,16:00:00,35,V ugm-3,25,V ugm-3,78,V ugm-3,276.8,N deg,6,N ms-1,19.2,N degC
2010-08-03,17:00:00,31,V ugm-3,23,V ugm-3,71,V ugm-3,283,N deg,5.4,N ms-1,18.9,N degC
2010-08-03,18:00:00,34,V ugm-3,23,V ugm-3,74,V ugm-3,280,N deg,5.7,N ms-1,18.1,N degC
2010-08-03,19:00:00,15,V ugm-3,17,V ugm-3,40,V ugm-3,272.7,N deg,6.3,N ms-1,16.8,N degC
2010-08-03,20:00:00,23,V ugm-3,19,V ugm-3,53,V ugm-3,273.8,N deg,6.1,N ms-1,15.6,N degC
2010-08-03,21:00:00,21,V ugm-3,23,V ugm-3,55,V ugm-3,275.6,N deg,5.7,N ms-1,14.8,N degC
2010-08-03,22:00:00,16,V ugm-3,15,V ugm-3,40,V ugm-3,275.7,N deg,5.4,N ms-1,14.2,N degC
2010-08-03,23:00:00,19,V ugm-3,19,V ugm-3,48,V ugm-3,275.9,N deg,5.3,N ms-1,13.7,N degC
2010-08-03,24:00:00,18,V ugm-3,15,V ugm-3,42,V ugm-3,278.2,N deg,5.2,N ms-1,13.2,N degC
2010-08-04,01:00:00,13,V ugm-3,10,V ugm-3,29,V ugm-3,277.5,N deg,4.8,N ms-1,11.8,N degC
2010-08-04,02:00:00,6,V ugm-3,2,V ugm-3,11,V ugm-3,276.3,N deg,4.7,N ms-1,10.5,N degC
2010-08-04,03:00:00,13,V ugm-3,2,V ugm-3,21,V ugm-3,277.4,N deg,4.7,N ms-1,10.1,N degC
2010-08-04,04:00:00,11,V ugm-3,2,V ugm-3,19,V ugm-3,287,N deg,4.8,N ms-1,9.8,N degC
2010-08-04,05:00:00,23,V ugm-3,11,V ugm-3,46,V ugm-3,294.8,N deg,4.7,N ms-1,10,N degC
2010-08-04,06:00:00,48,V ugm-3,27,V ugm-3,99,V ugm-3,293.8,N deg,4.6,N ms-1,10.5,N degC
2010-08-04,07:00:00,83,V ugm-3,48,V ugm-3,174,V ugm-3,293.8,N deg,4.5,N ms-1,11.2,N degC
2010-08-04,08:00:00,74,V ugm-3,42,V ugm-3,155,V ugm-3,297.1,N deg,4.6,N ms-1,12.5,N degC
2010-08-04,09:00:00,44,V ugm-3,21,V ugm-3,88,V ugm-3,308.8,N deg,4.7,N ms-1,14.2,N degC
2010-08-04,10:00:00,28,V ugm-3,10,V ugm-3,52,V ugm-3,318.2,N deg,4.7,N ms-1,15.8,N degC
2010-08-04,11:00:00,23,V ugm-3,8,V ugm-3,42,V ugm-3,323,N deg,4.7,N ms-1,16.7,N degC
2010-08-04,12:00:00,19,V ugm-3,6,V ugm-3,34,V ugm-3,327.2,N deg,4.6,N ms-1,17.3,N degC
2010-08-04,13:00:00,18,V ugm-3,6,V ugm-3,32,V ugm-3,329.9,N deg,4.7,N ms-1,17.7,N degC
2010-08-04,14:00:00,26,V ugm-3,10,V ugm-3,50,V ugm-3,333,N deg,4.7,N ms-1,18.2,N degC
2010-08-04,15:00:00,25,V ugm-3,21,V ugm-3,59,V ugm-3,343.3,N deg,3.9,N ms-1,18.8,N degC
2010-08-04,16:00:00,39,V ugm-3,29,V ugm-3,88,V ugm-3,351.6,N deg,3.6,N ms-1,19.1,N degC
2010-08-04,17:00:00,24,V ugm-3,23,V ugm-3,59,V ugm-3,343.5,N deg,3.5,N ms-1,18.5,N degC
2010-08-04,18:00:00,28,V ugm-3,25,V ugm-3,67,V ugm-3,326.8,N deg,3.2,N ms-1,17.8,N degC
2010-08-04,19:00:00,65,V ugm-3,53,V ugm-3,153,V ugm-3,313.5,N deg,4.9,N ms-1,17,N degC
2010-08-04,20:00:00,74,V ugm-3,69,V ugm-3,181,V ugm-3,306.1,N deg,6.5,N ms-1,15.5,N degC
2010-08-04,21:00:00,51,V ugm-3,48,V ugm-3,126,V ugm-3,304.6,N deg,6.7,N ms-1,14.4,N degC
2010-08-04,22:00:00,23,V ugm-3,11,V ugm-3,46,V ugm-3,305,N deg,6.7,N ms-1,13.6,N degC
2010-08-04,23:00:00,14,V ugm-3,4,V ugm-3,25,V ugm-3,302.7,N deg,7,N ms-1,12.8,N degC
2010-08-04,24:00:00,15,V ugm-3,2,V ugm-3,25,V ugm-3,300.6,N deg,7.1,N ms-1,12.1,N degC
2010-08-05,01:00:00,6,V ugm-3,6,V ugm-3,15,V ugm-3,297.4,N deg,6.7,N ms-1,11.1,N degC
2010-08-05,02:00:00,3,V ugm-3,2,V ugm-3,6,V ugm-3,295.1,N deg,6.2,N ms-1,10.2,N degC
2010-08-05,03:00:00,1,V ugm-3,2,V ugm-3,4,V ugm-3,295.6,N deg,6.4,N ms-1,9.8,N degC
2010-08-05,04:00:00,3,V ugm-3,2,V ugm-3,6,V ugm-3,296.1,N deg,6.5,N ms-1,9.6,N degC
2010-08-05,05:00:00,8,V ugm-3,8,V ugm-3,19,V ugm-3,295.6,N deg,6.4,N ms-1,9.6,N degC
2010-08-05,06:00:00,30,V ugm-3,21,V ugm-3,67,V ugm-3,294.7,N deg,6.2,N ms-1,9.9,N degC
2010-08-05,07:00:00,48,V ugm-3,34,V ugm-3,107,V ugm-3,295.2,N deg,6.3,N ms-1,10.7,N degC
2010-08-05,08:00:00,28,V ugm-3,17,V ugm-3,59,V ugm-3,294.1,N deg,6.4,N ms-1,11.2,N degC
2010-08-05,09:00:00,26,V ugm-3,15,V ugm-3,55,V ugm-3,292.6,N deg,6.2,N ms-1,12,N degC
2010-08-05,10:00:00,36,V ugm-3,23,V ugm-3,78,V ugm-3,293.1,N deg,6.1,N ms-1,13.6,N degC
2010-08-05,11:00:00,49,V ugm-3,34,V ugm-3,109,V ugm-3,294.3,N deg,5.9,N ms-1,15.3,N degC
2010-08-05,12:00:00,39,V ugm-3,25,V ugm-3,84,V ugm-3,296.5,N deg,5.7,N ms-1,17,N degC
2010-08-05,13:00:00,34,V ugm-3,23,V ugm-3,74,V ugm-3,297.7,N deg,5.5,N ms-1,18.1,N degC
2010-08-05,14:00:00,33,V ugm-3,25,V ugm-3,74,V ugm-3,293.6,N deg,5.8,N ms-1,18.5,N degC
2010-08-05,15:00:00,36,V ugm-3,32,V ugm-3,88,V ugm-3,288.5,N deg,5.9,N ms-1,18.7,N degC
2010-08-05,16:00:00,30,V ugm-3,27,V ugm-3,73,V ugm-3,286,N deg,5.6,N ms-1,18.6,N degC
2010-08-05,17:00:00,20,V ugm-3,23,V ugm-3,53,V ugm-3,281.9,N deg,5.6,N ms-1,18.3,N degC
2010-08-05,18:00:00,14,V ugm-3,23,V ugm-3,44,V ugm-3,278.2,N deg,5.7,N ms-1,17.6,N degC
2010-08-05,19:00:00,15,V ugm-3,21,V ugm-3,44,V ugm-3,274.6,N deg,5.7,N ms-1,16.4,N degC
2010-08-05,20:00:00,31,V ugm-3,34,V ugm-3,82,V ugm-3,271.2,N deg,5.5,N ms-1,14.9,N degC
2010-08-05,21:00:00,26,V ugm-3,31,V ugm-3,71,V ugm-3,268.7,N deg,5.3,N ms-1,13.7,N degC
2010-08-05,22:00:00,31,V ugm-3,25,V ugm-3,73,V ugm-3,267.4,N deg,5,N ms-1,12.9,N degC
2010-08-05,23:00:00,24,V ugm-3,25,V ugm-3,61,V ugm-3,266.6,N deg,5,N ms-1,12.2,N degC
2010-08-05,24:00:00,21,V ugm-3,25,V ugm-3,57,V ugm-3,267.2,N deg,4.9,N ms-1,11.7,N degC
2010-08-06,01:00:00,16,V ugm-3,19,V ugm-3,44,V ugm-3,258.6,N deg,4.3,N ms-1,10.5,N degC
2010-08-06,02:00:00,19,V ugm-3,23,V ugm-3,52,V ugm-3,248.2,N deg,3.6,N ms-1,9.3,N degC
2010-08-06,03:00:00,21,V ugm-3,38,V ugm-3,71,V ugm-3,244,N deg,3.3,N ms-1,9.3,N degC
2010-08-06,04:00:00,18,V ugm-3,34,V ugm-3,61,V ugm-3,229.6,N deg,3.2,N ms-1,9.7,N degC
2010-08-06,05:00:00,44,V ugm-3,32,V ugm-3,99,V ugm-3,208.8,N deg,3.1,N ms-1,10,N degC
2010-08-06,06:00:00,50,V ugm-3,36,V ugm-3,113,V ugm-3,194.9,N deg,3.4,N ms-1,10.2,N degC
2010-08-06,07:00:00,74,V ugm-3,52,V ugm-3,164,V ugm-3,192.1,N deg,4.1,N ms-1,11.3,N degC
2010-08-06,08:00:00,70,V ugm-3,44,V ugm-3,151,V ugm-3,190,N deg,4.6,N ms-1,12.3,N degC
2010-08-06,09:00:00,65,V ugm-3,36,V ugm-3,136,V ugm-3,187.3,N deg,5.2,N ms-1,13.5,N degC
2010-08-06,10:00:00,55,V ugm-3,36,V ugm-3,120,V ugm-3,184.7,N deg,5.6,N ms-1,13.7,N degC
2010-08-06,11:00:00,44,V ugm-3,29,V ugm-3,96,V ugm-3,177.8,N deg,5.6,N ms-1,13.3,N degC
2010-08-06,12:00:00,36,V ugm-3,27,V ugm-3,82,V ugm-3,174.7,N deg,6.1,N ms-1,14.3,N degC
2010-08-06,13:00:00,39,V ugm-3,32,V ugm-3,92,V ugm-3,179.3,N deg,6.5,N ms-1,15.8,N degC
2010-08-06,14:00:00,40,V ugm-3,29,V ugm-3,90,V ugm-3,187.2,N deg,6.4,N ms-1,16.7,N degC
2010-08-06,15:00:00,46,V ugm-3,40,V ugm-3,111,V ugm-3,194.8,N deg,6.4,N ms-1,16.9,N degC
2010-08-06,16:00:00,40,V ugm-3,38,V ugm-3,99,V ugm-3,192.5,N deg,5.7,N ms-1,16.4,N degC
2010-08-06,17:00:00,58,V ugm-3,42,V ugm-3,130,V ugm-3,188.6,N deg,4.9,N ms-1,15.6,N degC
2010-08-06,18:00:00,33,V ugm-3,32,V ugm-3,82,V ugm-3,198.7,N deg,4.4,N ms-1,15.4,N degC
2010-08-06,19:00:00,43,V ugm-3,46,V ugm-3,111,V ugm-3,219.7,N deg,3.9,N ms-1,15.3,N degC
2010-08-06,20:00:00,45,V ugm-3,46,V ugm-3,115,V ugm-3,232.9,N deg,4,N ms-1,14.9,N degC
2010-08-06,21:00:00,30,V ugm-3,34,V ugm-3,80,V ugm-3,231.9,N deg,4.2,N ms-1,14.7,N degC
2010-08-06,22:00:00,26,V ugm-3,32,V ugm-3,73,V ugm-3,223.2,N deg,4,N ms-1,14.5,N degC
2010-08-06,23:00:00,31,V ugm-3,31,V ugm-3,78,V ugm-3,212.7,N deg,3.8,N ms-1,14.3,N degC
2010-08-06,24:00:00,34,V ugm-3,32,V ugm-3,84,V ugm-3,208.3,N deg,3.7,N ms-1,14.1,N degC
2010-08-07,01:00:00,19,V ugm-3,25,V ugm-3,53,V ugm-3,207.2,N deg,3.6,N ms-1,13.9,N degC
2010-08-07,02:00:00,13,V ugm-3,19,V ugm-3,38,V ugm-3,209.5,N deg,3.6,N ms-1,13.7,N degC
2010-08-07,03:00:00,20,V ugm-3,23,V ugm-3,53,V ugm-3,212.5,N deg,3.7,N ms-1,13.8,N degC
2010-08-07,04:00:00,18,V ugm-3,21,V ugm-3,48,V ugm-3,220.3,N deg,3.7,N ms-1,13.9,N degC
2010-08-07,05:00:00,18,V ugm-3,21,V ugm-3,48,V ugm-3,239.2,N deg,4.1,N ms-1,13.9,N degC
2010-08-07,06:00:00,33,V ugm-3,23,V ugm-3,73,V ugm-3,252.3,N deg,4.1,N ms-1,13.8,N degC
2010-08-07,07:00:00,94,V ugm-3,52,V ugm-3,195,V ugm-3,256,N deg,3.6,N ms-1,13.8,N degC
2010-08-07,08:00:00,86,V ugm-3,42,V ugm-3,174,V ugm-3,265.1,N deg,3.3,N ms-1,14.2,N degC
2010-08-07,09:00:00,46,V ugm-3,27,V ugm-3,97,V ugm-3,284.1,N deg,3.4,N ms-1,15.5,N degC
2010-08-07,10:00:00,63,V ugm-3,31,V ugm-3,126,V ugm-3,301.2,N deg,4.1,N ms-1,17.1,N degC
2010-08-07,11:00:00,49,V ugm-3,32,V ugm-3,107,V ugm-3,312.8,N deg,4.7,N ms-1,18,N degC
2010-08-07,12:00:00,35,V ugm-3,17,V ugm-3,71,V ugm-3,320,N deg,4.7,N ms-1,18.6,N degC
2010-08-07,13:00:00,25,V ugm-3,19,V ugm-3,57,V ugm-3,316.2,N deg,3.8,N ms-1,19.2,N degC
2010-08-07,14:00:00,20,V ugm-3,19,V ugm-3,50,V ugm-3,168.6,N deg,3.3,N ms-1,18.7,N degC
2010-08-07,15:00:00,18,V ugm-3,23,V ugm-3,50,V ugm-3,39,N deg,3.2,N ms-1,17.6,N degC
2010-08-07,16:00:00,5,V ugm-3,8,V ugm-3,15,V ugm-3,41.9,N deg,2.9,N ms-1,17.3,N degC
2010-08-07,17:00:00,3,V ugm-3,4,V ugm-3,8,V ugm-3,26.2,N deg,3.3,N ms-1,17,N degC
2010-08-07,18:00:00,6,V ugm-3,17,V ugm-3,27,V ugm-3,14.7,N deg,4,N ms-1,16.6,N degC
2010-08-07,19:00:00,5,V ugm-3,21,V ugm-3,29,V ugm-3,11.7,N deg,4.4,N ms-1,15.7,N degC
2010-08-07,20:00:00,4,V ugm-3,27,V ugm-3,32,V ugm-3,13.6,N deg,4.2,N ms-1,14.7,N degC
2010-08-07,21:00:00,3,V ugm-3,27,V ugm-3,31,V ugm-3,184.9,N deg,4.4,N ms-1,14.1,N degC
2010-08-07,22:00:00,3,V ugm-3,13,V ugm-3,17,V ugm-3,357.8,N deg,4.6,N ms-1,13.3,N degC
2010-08-07,23:00:00,6,V ugm-3,32,V ugm-3,42,V ugm-3,354.2,N deg,4.3,N ms-1,12.5,N degC
2010-08-07,24:00:00,29,V ugm-3,36,V ugm-3,80,V ugm-3,344.2,N deg,3.9,N ms-1,11.8,N degC
2010-08-08,01:00:00,25,V ugm-3,38,V ugm-3,76,V ugm-3,314.8,N deg,3.3,N ms-1,9.9,N degC
2010-08-08,02:00:00,19,V ugm-3,25,V ugm-3,53,V ugm-3,291.1,N deg,3,N ms-1,8.1,N degC
2010-08-08,03:00:00,19,V ugm-3,27,V ugm-3,55,V ugm-3,293.6,N deg,2.9,N ms-1,8,N degC
2010-08-08,04:00:00,5,V ugm-3,11,V ugm-3,19,V ugm-3,295.1,N deg,2.5,N ms-1,8.3,N degC
2010-08-08,05:00:00,4,V ugm-3,6,V ugm-3,11,V ugm-3,290,N deg,2.3,N ms-1,8.6,N degC
2010-08-08,06:00:00,5,V ugm-3,10,V ugm-3,17,V ugm-3,286.4,N deg,2.3,N ms-1,8.8,N degC
2010-08-08,07:00:00,6,V ugm-3,6,V ugm-3,15,V ugm-3,283.5,N deg,2.3,N ms-1,9.2,N degC
2010-08-08,08:00:00,14,V ugm-3,11,V ugm-3,32,V ugm-3,275.9,N deg,2.1,N ms-1,9.7,N degC
2010-08-08,09:00:00,25,V ugm-3,21,V ugm-3,59,V ugm-3,271.3,N deg,1.9,N ms-1,10.7,N degC
2010-08-08,10:00:00,23,V ugm-3,21,V ugm-3,55,V ugm-3,241.1,N deg,1.3,N ms-1,13.5,N degC
2010-08-08,11:00:00,40,V ugm-3,25,V ugm-3,86,V ugm-3,193.1,N deg,0.9,N ms-1,16.7,N degC
2010-08-08,12:00:00,48,V ugm-3,40,V ugm-3,113,V ugm-3,202.5,N deg,1.5,N ms-1,17.8,N degC
2010-08-08,13:00:00,41,V ugm-3,40,V ugm-3,103,V ugm-3,246.1,N deg,1.8,N ms-1,17.5,N degC
2010-08-08,14:00:00,29,V ugm-3,27,V ugm-3,71,V ugm-3,219.9,N deg,1.2,N ms-1,17,N degC
2010-08-08,15:00:00,23,V ugm-3,21,V ugm-3,55,V ugm-3,151.8,N deg,1,N ms-1,16.7,N degC
2010-08-08,16:00:00,24,V ugm-3,25,V ugm-3,61,V ugm-3,131,N deg,1.6,N ms-1,16.5,N degC
2010-08-08,17:00:00,29,V ugm-3,32,V ugm-3,76,V ugm-3,134.4,N deg,2.3,N ms-1,16.2,N degC
2010-08-08,18:00:00,36,V ugm-3,36,V ugm-3,92,V ugm-3,130.7,N deg,2.9,N ms-1,15.9,N degC
2010-08-08,19:00:00,34,V ugm-3,36,V ugm-3,88,V ugm-3,129.4,N deg,2.9,N ms-1,15.1,N degC
2010-08-08,20:00:00,45,V ugm-3,52,V ugm-3,120,V ugm-3,139.2,N deg,1.6,N ms-1,13.6,N degC
2010-08-08,21:00:00,14,V ugm-3,17,V ugm-3,38,V ugm-3,211.2,N deg,0.8,N ms-1,12.3,N degC
2010-08-08,22:00:00,23,V ugm-3,21,V ugm-3,55,V ugm-3,276.8,N deg,2.5,N ms-1,11.6,N degC
2010-08-08,23:00:00,33,V ugm-3,36,V ugm-3,86,V ugm-3,282.1,N deg,3.8,N ms-1,11.1,N degC
2010-08-08,24:00:00,38,V ugm-3,42,V ugm-3,99,V ugm-3,279.4,N deg,3.6,N ms-1,10.7,N degC
2010-08-09,01:00:00,13,V ugm-3,29,V ugm-3,48,V ugm-3,262.4,N deg,3.6,N ms-1,10.3,N degC
2010-08-09,02:00:00,53,V ugm-3,36,V ugm-3,117,V ugm-3,250.7,N deg,3.5,N ms-1,10.1,N degC
2010-08-09,03:00:00,24,V ugm-3,32,V ugm-3,69,V ugm-3,241.6,N deg,3.1,N ms-1,9.9,N degC
2010-08-09,04:00:00,8,V ugm-3,10,V ugm-3,21,V ugm-3,218.8,N deg,2.9,N ms-1,9.6,N degC
2010-08-09,05:00:00,45,V ugm-3,36,V ugm-3,105,V ugm-3,202.6,N deg,3.2,N ms-1,9.3,N degC
2010-08-09,06:00:00,115,V ugm-3,61,V ugm-3,237,V ugm-3,201.8,N deg,3.2,N ms-1,9.5,N degC
2010-08-09,07:00:00,153,V ugm-3,80,V ugm-3,313,V ugm-3,200.8,N deg,3,N ms-1,11.1,N degC
2010-08-09,08:00:00,106,V ugm-3,65,V ugm-3,227,V ugm-3,202.6,N deg,3.3,N ms-1,13.1,N degC
2010-08-09,09:00:00,70,V ugm-3,40,V ugm-3,147,V ugm-3,215.4,N deg,4,N ms-1,15.2,N degC
2010-08-09,10:00:00,59,V ugm-3,38,V ugm-3,128,V ugm-3,229.1,N deg,5,N ms-1,17.3,N degC
2010-08-09,11:00:00,49,V ugm-3,32,V ugm-3,107,V ugm-3,233,N deg,5.9,N ms-1,18.1,N degC
2010-08-09,12:00:00,45,V ugm-3,31,V ugm-3,99,V ugm-3,227.5,N deg,6.1,N ms-1,17.9,N degC
2010-08-09,13:00:00,45,V ugm-3,31,V ugm-3,99,V ugm-3,222.2,N deg,6.2,N ms-1,18,N degC
2010-08-09,14:00:00,45,V ugm-3,38,V ugm-3,107,V ugm-3,221.5,N deg,5.9,N ms-1,18.4,N degC
2010-08-09,15:00:00,63,V ugm-3,44,V ugm-3,139,V ugm-3,227.5,N deg,5.6,N ms-1,18.8,N degC
2010-08-09,16:00:00,53,V ugm-3,42,V ugm-3,122,V ugm-3,234,N deg,5.9,N ms-1,19.2,N degC
